Column1	Column2
des maladies auto-immunes 	(lupus érythémateux systémique , syndrome de Gougerot-Sjögren ou vascularites principalement)
des maladies fréquentes	tels que maladie/s l’athérome intracrânien , la dysplasie fibromusculaire , les dissections artérielles et l’angiopathie amyloïde
des maladies génétiques	comme maladie/s certaines formes de rétinite pigmentaire
des manifestations associées aux atteintes d’organes extrathoraciques	(par exemple uvéite , syndrome sec ou sarcoïdes cutanées)
des molécules sur les lymphocytes T	telles que CD4 et CD8
des molécules sur les lymphocytes T	telles que CD4 et CD8
des pathologies bénignes	 comme la fibrose médiastinale
des pathologies multifactorielles	telle maladie/s la maladie de Crohn
des pathologies virales 	(hépatite C , infection par le virus de l’immunodéficience humaine)
des phobies	(trouble/s agoraphobie , phobies sociales , phobies simples)
des polynucléaires neutrophiles	(PNN)
des protéines de la cascade intracellulaire dépendante de ce récepteur	(Cd K5 et DARP-32 )
des protéines de structure	telles que le collagène ou la fibrine
des protéines de structure	telles que le collagène ou la fibrine
des sérines-protéases	telles que la thrombine et le facteur Stuart
des sérines-protéases	telles que la thrombine (facteur IIa ) et le facteur Stuart (facteur Xa )
des signes d' atteintes corticales	(trouble/s crise d' épilepsie , troubles des fonctions supérieures , aphasie , hémianopsie latérale homonyme , apraxie)
des signes dysautonomiques prédominants	(trouble/s dyshidrose , dysfonction érectile , dysurie , troubles fonctionnels intestinaux , hypotension orthostatique , anomalies pupillaires)
des signes neurologiques peu spécifiques	trouble/s vertiges , désorientation , chute ou troubles du comportement
des solutions mères de dopamine	(consiste 3-4 dihydroxyphenylethylamine , Aldrich)
des solutions mères de dopamine 	(consiste 3-4 dihydroxyphenylethylamine , Aldrich )
des stimulateurs de la motricité intestinale	(l’érythromycine ou l’octréotide)
des stimulateurs de la motricité intestinale	tel que l’érythromycine ou l’octréotide
des stimuli non osmotiques	notamment douleur , nausées , hypoxie
des stimuli non osmotiques	(douleur , nausées , hypoxie)
des troubles anxieux et surtout phobiques	(notamment trouble/s agoraphobie et phobie sociale)
des troubles de la sudation	(hypo/anhidrose , hyperhidrose)
des troubles de rythme cardiaque 	incluant trouble/s une extrasystolie auriculaire ou ventriculaire , une bradycardie ou une tachycardie sinusale 
des troubles fonctionnels intestinaux	(constipation , diarrhée , pseudo-occlusion intestinale chronique)
des troubles phoniques	(trouble/s aphonie oscillante)
des voies de signalisation intracellulaires	telles que ERK/MAPK
des voies de signalisation intracellulaires	telles que ERK/MAPK
diabète  de  type  2  	[DM2]
discriminateur	appelé/e une séquence riche en GC entre la boîte -10 et le site d' initiation de la transcription
diurétiques	notamment thiazidiques
diurétiques	notamment thiazidiques
divers  métaux  	(mercure , cuivre , zinc , aluminium , manganèse)
DNases Activées par la Caspase 3	(DAC)
DNases Activées par la Caspase 3	(DAC)
domaine à glycine	appelé/e glycine zipper
domaine à glycine	appelé/e glycine zipper ( G/A/SXXXG/A/SXXXG/A/S )
DOPAC	(3 ,4 dihydroxyphenylacetique acide Sigma)
douleurs  notamment  faciales	(névralgie du trijumeau)
dysautonomiques	(troubles de la sudation , troubles fonctionnels intestinaux et vésicaux , syndrome sec , troubles visuels , bouffées de chaleur , hypotension orthostatique)
dyskinésies	appelé/e maladie/s mouvements anormaux involontaires
dyskinésies	appelé/e maladie/s mouvements anormaux involontaires
ECG	: électrocardiogramme
ECG	électrocardiogramme
effets    indésirables  périphériques  muscariniques  	, tels que trouble/s troubles de la mémoire , confusion et hallucinations
efflux anagène	(une chute des cheveux dystrophiques suite à un arrêt brutal de la phase de croissance)
efflux télogène	(un passage prématuré des cheveux de la phase de croissance à la phase de repos)
EFR	: exploration fonctionnelle respiratoire
EFR	exploration fonctionnelle respiratoire
électrophysiologie	(enregistrement et stimulation par microélectrodes)
élément  appelé  «  C	ou C-gate
élément  appelé  «  C 	ou C-gate 
EMAD	, affection/s groupe hétérogène des formes frontières de SEP
encéphalomyélite  auto-immune  expérimental	(maladie/s EAE)
endoscopie	(examens digestifs systématiques)
endoscopie	(les examens digestifs)
endothéline	(ET)
entérocolopathies inflammatoires chroniques	(maladie de Crohn et rectocolite ulcérohémorragique)
entéropathie évolutive 	(maladie/s maladie de Crohn , rectocolite hémorragique)
entités ophtalmologiques 	(hétérochromie de Fuchs , ophtalmie sympathique , uvéite phaco-antigénique)
enzyme de conversion de l’angiotensine	(IEC)
enzyme de conversion de l’angiotensine	(IEC)
enzymes	notamment les polymérases
enzymes	notamment les polymérases
éphaptique	(transmises d’une fibre adjacente en un point quelconque de l’axone)
épidurite , troubles rachidiens statiques	(trouble/s lésions susceptibles de provoquer des complications neurologiques)
étiologies infectieuses	(maladie/s virales , bactériennes , fongiques , parasitaires)
facteur soluble TIMP-1	fait partie de protéines inhibitrices des métalloprotéases de la matrice extracellulaire
facteurs  rhumatoïdes 	(FR)
facteurs de croissance	tels que la thrombopoïétine par l' héparine
facteurs de croissance 	la thrombopoïétine par l' héparine
facteurs de risque	tels que l’âge et l’HTA
facteurs de risques cardiovasculaires	tels que le contrôle de l’HTA , de la dyslipidémie et l’arrêt du tabac
facteurs de transcription	tels que d'autres les récepteurs activés par les proliférateurs de peroxysomes
facteurs de transcription dans les neurones striataux de la voie directe 	tels que dFosB , un FRA ‘Fos-related antigen' ( Cenci , 2002 ; Tekumalla , 2001 ) , ou CREB 
facteurs hormonaux	notamment telle que l’aldostérone pour la kaliémie 
facteurs susceptibles d’interférer avec l’alimentation	tels que trouble/s l’isolement , le mauvais état buccodentaire , les difficultés économiques , les troubles psychocognitifs et la comorbidité
famille d' antithrombotiques	telle que les AT directes comme l' hirudine ( lépirudine ou désirudine ).
FixM/F	est appelé/e Le rapport entre la fixation maximale tumorale et le fond hépatique
fluides biologiques	tels que sérum , plasma , urine , liquide pleural… , ou extraits protéiques bruts issus de tissus ou cellules
fonction  physiologique	appelé/e le remodelage osseux
formes  cliniques  et  neuropathologiques  rares	appelé/e d' autres  formes frontières
formes de neurolupus	(trouble/s atteintes psychiatriques , troubles cognitifs , autres atteintes neurologiques centrales , voire même périphériques)
fraction  d'  éjection  ventriculaire  gauche	FE
gènes	, ompF , ompC et ompR
gènes  de  facteurs  orexigènes	(NPY , AgRP)
gènes liés à biologie neurale	tels que NEFL , GABRA1 , SYT1 et SLC12A
gènes liés notamment à  la synthèse	(eef1?2 , eif5 , uba56 , nudt6-gfg , protéines ribosomales P34 , S2 , S9 , L8 , L8a , L13a , L14 , L32 , ubiquitine-L40)
germes	tels que d'autres Propionibacterium acnes
GINA	Global Initiative for Asthma
gonocytes	appelé/e les cellules germinales
graisses insaturées 	(maladie/s huile d' olive )
granulocyte agglutination test 	[GAT]
granulome tuberculoïde	(granulome épithélioïde et giganto-cellulaire sans nécrose caséeuse)
granulomes choroïdiens	(choroïdite)
groupements méthyl	(par exemple, SAM)
hémogramme	(maladie/s hématocrite pour rechercher une complication)
hémopathies lymphoïdes	(affection/s leucémie lymphoïde chronique , lymphome)
hémopathies malignes	(essentiellement syndromes lymphoprolifératifs)
hirudine	(lépirudine ou désirudine)
histone-désacétylases	(HDAC)
HNA-2 	étant défini par des iso-anticorps produits par des individus dont les polynucléaires neutrophiles ( PNN ) n’expriment pas cette glycoprotéine
HTAP	: hypertension artérielle pulmonaire
HTAP	hypertension artérielle pulmonaire
HTLV-1	(retrovirus responsable de la paraparésie spastique tropicale)
HVA	(4-hydroxy-3-méthoxyphenylacetique acide , Sigma)
hybridation  in  situ  par  fluorescence	(FISH)
hybridation  in  situ  par  fluorescence	(FISH)
hydrocéphalie	maladie/s anomalies congénitales de la charnière , maladie de Paget 
hyperexcitabilité	(une sensibilisation)
hyperostose vertébrale	(maladie/s maladie de Forestier)
hyperostoses primitives	(maladie/s maladie de Köhler)
hypospadias	(abouchement ectopique de l' urètre)
hypospadias	(abouchement ectopique de l' urètre)
hypothyroïdie congénitale	(maladie/s HC)
hypothyroïdie est la plus profonde	(trouble/s hypothyroïdie est la plus profonde)
iatrogène	(la corticothérapie)
IgE	: immunoglobulines E
IgE	immunoglobulines E
imagerie    radiographies  comparatives  des  hanches  de  face  	(consiste cliché de bassin )
imagerie  par  résonance  magnétique	(IRM)
imagerie par résonance magnétique	(IRM)
immunodépression	(maladie/s sida , maladie systémique , traitements immunosuppresseurs)
immunodépression	(sida , maladie systémique , traitements immunosuppresseurs)
immunoglobulines	(Ig)
immunoglobulines	(Ig)
immunosuppresseurs	notamment méthotrexate
immunosuppresseurs	, notamment prednisolone
immunosuppresseurs	, notamment prednisolone
immunosuppresseurs	(azathioprine ou cyclosphosphamide)
immunosuppresseurs	tels que l’azathioprine
infarctus du myocarde	(IDM)
infarctus du myocarde	(IDM)
infection	(trouble/s syndrome inflammatoire , fièvre , troubles de la vigilance , céphalée)
infection chronique de l’os et/ou des structures adjacentes 	(ostéomyélite , spondylite , discite , ostéite)
infection opportuniste	notamment mycobactériose , candidose , histoplasmose
infections virales	(EBV , HSV)
infliximab	(maladie/s Rémicade®)
inhibiteur	il s'agit de KU-55933®
inhibiteurs	tels que le F4P ou le transforming growth factor
INNTR	(par exemple névirapine ou éfavirenz)
Insuffisance  médullaire	définition : insuffisance de production des éléments figurés du sang par anomalie de l' hématopoïèse qualitative ou quantitative
insuffisance rénale chronique	définie par une clairance de la créatinine inférieure à 60 mL/min
insuffisance rénale chronique	définie une clairance de la créatinine inférieure à 60 mL/min
interleukines	(IL-5)
intervenants  paramédicaux 	(maladie/s kinésithérapeutes , ergothérapeutes , orthophonistes , podologues )
interventions pharmaceutiques	(IP)
intralobulaire	(opacités linéaires entrecroisées en une fine réticulation et/ou aspect de verre dépoli)
IRC	: insuffisance rénale chronique
IRC	: insuffisance respiratoire chronique
IRC	: insuffisance rénale chronique
IRC	insuffisance respiratoire chronique
itraconazole	(ITZ)
kilobases	(maladie/s Kb)
l'  acide  désoxyribonucléique	(AND)
l'  acide  désoxyribonucléique	: ADN
L'  alkylation  des  bases	est un un phénomène qui a lieu naturellement dans les cellules , notamment à travers les méthylations de bases
L'  alkylation  des  bases	est un un phénomène qui a lieu naturellement dans les cellules , notamment à travers les méthylations de bases
L'  alkylation  des  bases	ou l' ajout d' une chaine alkylée
L'  alkylation  des  bases	ou l' ajout d' une chaine alkylée
l'  american  college  of  rheumatology	(ACR)
l'  amphotéricine  B  	(AMB)
l'  exposition  à  divers  métaux 	(mercure , cuivre , zinc , aluminium , manganèse)
L'  hépatite  C	est une maladie/s maladie progressive
L'  hépatite  C	est une maladie/s une maladie progressive
l'  hépatite  C	était encore appelée hépatite non-A non-B … au début des années 80
l'  hépatite  C 	était encore appelée hépatite non-A non-B … au début des années 80
L'  hyperparathyroïdie  primitive	est une affection/s une affection relativement fréquente
l'  hypocinésie	(réduction de l' amplitude des mouvements)
l'  hypophonie	(diminution du volume de la voix)
l'  hypophonie	(diminution du volume de la voix)
l'  intrusion  dans  l'  état  d'  éveil  d'  aspects  physiologiques  du  sommeil  paradoxal 	tels que une chute du tonus musculaire ou des mouvements rapides oculaires .
l'  itraconazole	(ITZ)
l'  ulcération  	est une image d' addition localisée de moins de 5 mm de largeur
l' activité des méthyltransférases de l' ADN	(DNMT)
L' amitiptyline	est un trouble/s antidépresseur sédatif
l' antithrombine 	l' inhibiteur physiologique naturel de la plupart des sérines-protéases
L' asthme	est une maladie/s maladie de la barrière épithéliale bronchique , le plus souvent associée à l' allergie chez l' enfant
L' asthme	est une maladie/s maladie de la barrière épithéliale bronchique qui est souvent associée à l' allergie chez l' enfant
L' emphysème  pulmonaire	a été défini comme un espace d' hypodensité bien contrasté avec le parenchyme pulmonaire
L' hépatite  C	est une maladie/s une maladie chronique grave
L' hépatite  C 	est une maladie/s une maladie chronique grave
l' osmothérapie	mannitol ou sérum salé hypertonique
L' ostéoporose	est une maladie/s maladie du remodelage osseux caractérisée par une augmentation de la résorption par rapport à la formation osseuse
L' ubiquitination	consiste en l' ajout d' un peptide d' ubiquitine sur une protéine
L' ubiquitination	consiste en l' ajout d' un peptide d' ubiquitine sur une protéine
L’amylose AL	maladie/s la maladie des dépôts d’immunoglobulines monoclonales
L’amylose AL	et les autres atteintes glomérulaires
l’angéite granulomateuse allergique	est un/e affection/s une affection rare et parmi les moins fréquentes des vascularites systémiques
L’anxiété	se définit comme trouble/s l’anticipation d’un danger ou d’un incident se manifestant par une appréhension , une dysphorie et comprend l’anxiété généralisée , les troubles paniques et les troubles obsessionnels compulsifs
l’apoptose Fas	(maladie/s CD95)
L’atteinte glomérulaire du myélome	se manifeste par une protéinurie composée principalement d’albumine
L’atteinte médullaire	se traduit par trouble/s une para- ou une tétraparésie plus ou moins sévère associée à des troubles sensitifs qui peuvent toucher tous les modes , des troubles sphinctériens ( deux tiers des cas ) et un niveau sensitif
L’atteinte rénale	était définie par l’existence d’une protéinurie ou d’une insuffisance rénale déterminée en fonction du DFG ( insuffisance rénale stade II - DFG entre 60 et 90 ml/min/
l’échelle de Montréal Cognitive Assesment 	(MoCA)
l’échographie et/ou la scintigraphie	signifie la scintigraphie thyroïdienne , moins disponible , est loin d’être systématique
L’EH	est un/e maladie/s une maladie , si elle existe , rare , parfois mortelle
L’élastance artérielle	est définie par le ratio Pes/VES où Pes est la pression VG télésystolique
L’élastance artérielle	(Ea , inverse de la compliance artérielle)
L’embolie pulmonaire	est un/e maladie/s une maladie fréquente
