Column1	Column2
« syndrome métabolique »	: est un/e une association de facteurs de risque , incluant le surpoids , le déséquilibre en lipides circulants , l' hypertension , les signes de prédiabète
«médecine personnalisée»	ou maladie/s «médecine prédictive» 
abdominaux	(muscles de l' abdomen)
abdominaux	(muscles de l' abdomen)
accident cardio-vasculaire	(maladie/s AVC)
accident vasculaire cérébral	aussi appelé trouble/s AVC
accidents vasculaires cérébraux	[ou AVC]
acétaminophène	par exemple Tylenol
acétaminophène	par exemple Tylenol©
acétylcholine	(RACh)
acétylcholinestérase	(ACh)
acides gras	(maladie/s oméga 3)
Acné	est un/e maladie/s une maladie de la peau liée à l' inflammation des follicules pilosébacés
acnés sévères	telles que l'acné nodulaire, l'acné conglobata (acné grave du dos) ou toute acné pouvant provoquer des cicatrices définitives
Acromégalie	: maladie/s Maladie due à une sécrétion excessive d' hormone de croissance qui entraîne un développement important de certaines parties du corps (mains , pieds , visage )
acromégalie	(croissance exagérée du visage)
actes douloureux de courte durée	: piqûres, ponctions, petite chirurgie, réductions de fracture ou soins douloureux
activité physique	(maladie/s monter un escalier, soulever une charge lourde)
activités	(telles que grimper une échelle ou faire de longues marches)
adénomectomie	: consiste à intervention qui consiste à enlever un adénome de la prostate au cours d' une opération
Adénovirus	: Virus qui a une affinité pour les tissus lymphoïdes
Affection de longue durée	(affection/s ALD)
affection longue durée	(affection/s ALD)
affection stomatologique ou ophtalmologique	(glaucome)
affections articulaires chroniques	: affection/s polyarthrite chronique évolutive , rhumatisme psoriasique , ostéonécrose , tuberculose osseuse
Affections de Longue Durée	(maladie/s ALD)
Affections de Longue Durée	(ALD)
affections des vaisseaux sanguins	(malformation vasculaire , AVC, hémorragie méningée , maladie de Horton)
affections opportunistes	On appelle maladie/s les maladies ou les infections qui accompagnent le sida
affections pulmonaires	telles que affection/s la bronchite chronique
affections pulmonaires	telles que affection/s la bronchite chronique
aide technique	désigne tout élément qui permet de pallier une fonction déficiente
aide technique	désigne tout élément qui permet de pallier une fonction déficiente
ALFEDIAM	(maladie/s Association de langue française pour l' étude du diabète et des maladies métaboliques)
alglucosidase alpha	(maladie/s une enzyme recombinante)
allergies	(en particulier asthme , eczéma , rhume des foins)
Allocation adulte handicapé	(AAH)
allocation d' éducation de l' enfant handicapé	(AEEH)
alpha-bloquants	(des médicaments qui agissent sur la force du muscle de la vessie ou des sphincters)
Altération de l' état général	(maladie/s fatigue , amaigrissement , perte de l' appétit)
amniocentèse	(maladie/s Le diagnostic prénatal, proposé en début de grossesse)
amniocentèse	(maladie/s Le diagnostic prénatal, proposé en début de grossesse)
amniocentèse	(prélèvement au niveau du liquide amniotique)
AMS de forme C ( cérébelleuse )	anciennement atrophie olivopontocérébélleuse
AMS de forme P ( parkinsonienne )	appelée autrefois maladie/s dégénérescence striatonigrique
amyotrophie	(affection/s fonte musculaire)
amyotrophie	(affection/s fonte musculaire)
amyotrophie	(la fonte des muscles)
amyotrophie	(une fonte musculaire)
amyotrophie scapulo-péronière	(maladie/s aux muscles des épaules et des chevilles)
Amyotrophie spinale distale	ou neuropathie motrice héréditaire distale
amyotrophie spinale juvénile	ou maladie/s maladie de Kugelberg-Welander
amyotrophies spinales proximales	(ou maladie/s amyotrophies spinales antérieures , ASA)
amyotrophies spinales proximales	sont un un groupe de maladies héréditaires qui se caractérisent par une faiblesse musculaire liée à une paralysie plus ou moins importante , et par une fonte ou « atrophie » des muscles de la racine des membres , c' est-à-dire des hanches , des épaules ( muscles dits « proximaux » ) , ainsi que des muscles du tronc
analogues de la somatostatine	notamment l' octréotide et le lanréotide
analyses sanguines	(maladie/s prise de sang)
analyses sanguines	(maladie/s prise de sang)
androgène	: hormone sexuelle mâle
anémie	(maladie/s une baisse des globules rouges dans le sang)
anémie	(maladie/s la baisse de la quantité de globules rouges dans le sang)
anémie	(baisse importante du taux de globules rouges)
anémie	on parle d' les globules rouges sont déficitaires
anémie	(affection dans laquelle le nombre de globules rouges dans le sang est trop faible , entraînant un apport d' oxygène insuffisant aux tissus et aux organes)
anémie	(mauvaise absorption du fer)
anémies « hémolytiques »	les autres ; c' està-dire maladie/s dues à une destruction importante des globules rouges
anémies « hémolytiques »	(notamment bêta-thalassémie et drépanocytose)
Anesthésie	: consiste à acte qui consiste à endormir et rendre insensible le patient (anesthésie générale ) ou une partie du corps (anesthésie locale ou partielle ) pendant une intervention chirurgicale
anesthésie	: consiste à acte qui consiste à endormir et rendre insensible un patient (anesthésie générale ) ou une partie du corps (anesthésie locale )
anesthésie	: consiste à acte qui consiste à endormir et rendre insensible un patient (anesthésie générale ) ou une partie du corps (anesthésie locale ) 
anesthésie	: consiste à acte qui consiste à endormir et rendre insensible un patient (anesthésie générale ) ou une partie du corps (anesthésie locale )
anesthésie	: consiste à acte qui consiste à endormir et rendre insensible un patient (anesthésie générale ) ou une partie du corps (anesthésie locale ) pendant une intervention chirurgicale
anesthésie	: consiste à acte qui consiste à endormir et rendre insensible un patient (anesthésie générale ) ou une partie du corps (anesthésie locale )
anesthésie	: consiste à acte qui consiste à endormir et rendre insensible un patient (anesthésie générale ) ou une partie du corps (anesthésie locale )
Anesthésie	: consiste à acte qui consiste à endormir et rendre insensible la patiente (anesthésie générale ) ou une partie du corps (anesthésie locale ou partielle ) pendant une intervention chirurgicale
Anesthésie	: consiste à acte qui consiste à endormir et rendre insensible la patiente (anesthésie générale ) ou une partie du corps (anesthésie locale ou partielle ) pendant une intervention chirurgicale
anesthésie générale	(endormir et rendre insensible un patient)
anesthésie locale	(endormir et rendre insensible une partie du corps)
anévrisme	notamment une malformation de la paroi de certains vaisseaux sanguins
anévrysme congénital , malformations artério-veineuses	(d' autres maladie/s maladies des artères ou des veines)
Angine accélérée	: maladie/s douleur angineuse qui ne répond pas au traitement , pouvant annoncer une crise cardiaque
angine de poitrine	appelé/e douleur thoracique
angine de poitrine	Autres noms : maladie/s maladie coronarienne
angine de poitrine	(douleur semblable à une crampe , intermittente , qui empire lors d' un effort physique)
angiographie	(radiographie des vaisseaux après injection d' un produit de contraste radio-opaque)
angiographie	(consiste en radiographie des vaisseaux après injection d' un produit de contraste radio-opaque dans une artère ou une veine)
angioplastie	(rétrécissement d' une artère peut être traité à l' aide d' un ballon)
Anomalie de position de l’articulation	(scoliose , malformation de la hanche)
anomalie génétique	(maladie/s mutation)
anomalie génétique	(maladie/s mutation)
anomalie génétique	(maladie/s mutation)
anomalie génétique	(maladie/s mutation)
anomalie génétique	(mutation ou délétion du gène SMN1 chez le fœtus)
anomalie génétique ou chromosomique	(en particulier trisomie 13 et 18)
anomalies	(maladie/s mutations)
antalgiques	(médicaments contre la douleur)
antalgiques	(médicaments contre la douleur)
antécédent médical	: maladie/s traitement déjà subi , en cours ou maladie antérieure
antécédent médical	: maladie/s traitement déjà subi , en cours ou maladie antérieure (diabète , maladie cardiaque , etc
antécédent médical	: maladie/s maladie antérieure ou opération déjà subie ou en cours (diabète , maladie cardiaque , etc
Antécédent médical ou chirurgical	: maladie/s maladie ou traitement déjà subi ou en cours (diabète , maladies cardiaques , etc
antiagrégants plaquettaires	par exemple Ticlid® , Plavix® , aspirine
anti-agrégants plaquettaires	(par exemple trouble/s Ticlid® , plavix , aspirine)
anti-agrégants plaquettaires	(par exemple trouble/s Ticlid® , plavix , aspirine)
anti-arythmiques	(trouble/s amiodarone)
antibiotiques	(pénicilline)
anticholinergiques	(des médicaments qui diminuent l' hyperactivité de la vessie)
anticorps	en particulier des anticorps anti-p24 et anti-p1
anticorps anti-CCP	(maladie/s peptides cycliques citrullinés)
anti-inflammatoires non stéroïdiens	par exemple Apranax®, Naprosyne®, Nifluril®, Surgam®, Voltarène®
apex	(appelé/e la pointe du cœur)
apnée	(interruptions de la respiration)
apnées	(arrêts respiratoires)
appareil de radioscopie	appelé/e « simulateur »
apraxie	signifie sans action
arrêt cardiaque	c'est-à-dire quand le cœur cesse de battre
arrêt cardiaque	(mort subite)
artère	(vaisseau qui va du coeur vers le cerveau)
artères	(vaisseaux qui conduisent le sang du cœur vers les organes)
artères carotidiennes	(larges artères du cou qui sont les voies principales d' alimentation du cerveau en sang et en oxygène)
arthrodèse	consiste à ; Il s' agit d' une intervention qui consiste à fixer deux (ou plus ) vertèbres entre elles , de façon à stabiliser l' étage vertébral défaillant
arthrodèse	consiste à ; Il s' agit d' une intervention qui consiste à fixer deux (ou plus ) vertèbres entre elles , de façon à stabiliser l' étage vertébral défaillant
arthrose	est la maladie/s la plus fréquente des maladies articulaires
arthrose	notamment ; ou d'autres maladie/s maladies des os
arthrose	ou d' autres maladie/s maladies des os
arythmie	(maladie/s atteinte cardiaque)
arythmies	(trouble/s troubles du rythme cardiaque)
Association Française contre les Myopathies	(maladie/s AFM)
asthénie	(une fatigue)
asthme	ou d' maladie/s maladie pulmonaire chronique
ataxie	(déséquilibre , maladresse)
athéromatose artérielle périphérique / une maladie vasculaire athérosclérotique	(maladie/s rétrécissement des artères des jambes ou des bras)
athéromatose artérielle périphérique / une maladie vasculaire athérosclérotique	(MVAS)
Athérosclérose	, maladie/s maladie des artères
Athérosclérose	, maladie/s maladie des artères
Athérosclérose	: maladie/s Maladie des artères obstruées par des plaques qui contiennent du cholestérol
athérosclérose	aussi appelé durcissement des artères
atrophie	(rétrécissement)
atrophie multisytématisée	est connue sous de nombreuses appellations maladie/s syndrome de Shy-Drager , dégénérescence striatonigrique , atrophie olivopontocérébelleuse
atrophie multisytématisée	(MSA)
atrophie musculaire péronière	(une atrophie progressive, plus marquée aux jambes)
atrophie musculaire péronière	(une atrophie progressive, plus marquée aux jambes)
atrophie musculaire péronière	(une atrophie progressive, plus marquée aux jambes)
atteinte du cervelet	(trouble/s syndrome cérébelleux)
atteinte musculaire	(faiblesse musculaire)
atteinte neurogène	(on parle d' maladie/s une atteinte persistante (chronique ) des motoneurones)
atteinte primitive bilatérale des surrénales	appelé/e PPNAD ( Primary Pigmented Nodular Adrenal Disease )
atteintes génétiques motoneuronales	notamment maladie/s la maladie de Fazio-Londe , syndrome de Brown-Vialetto-Van Laere ou certaines variantes d’amyotrophie spinale
autorisation de mise sur le marché	(affection/s AMM)
autorisation de mise sur le marché	(AMM)
Autosomique	signifie maladie/s le gène responsable de la maladie n' est pas lié au sexe du porteur
AVC	(maladie/s « caillot au cerveau »)
AVC	voir Accidents vasculaires cérébraux
AVC hémorragique	(un vaisseau sanguin du cerveau se rompt)
AVC ischémique	(un arrêt du fonctionnement cérébral qui peut avoir lieu : - si une partie du cerveau n' est plus irriguée)
avoir plus de muscle en masse	c'est-à-dire une augmentation de la masse musculaire
bacille , bactérie , virus	(un microorganisme invisible à l' œil nu susceptible de provoquer des maladies)
bassin perfusion	: injection goutte à goutte de médicament liquide dans les veines
bassin perfusion 	: par exemple injection goutte à goutte de médicament liquide dans les veine
bicalutamide	sous le nom de Casodex®
bilan d' extension du cancer	c' est-à-dire il cherche à savoir si des cellules cancéreuses se sont propagées dans d' autres parties de l' organisme
binoculaire	(des 2 yeux)
biopsie	appelé/e étude à partir d' un prélèvement osseux
biopsie	: consiste à prélèvement qui consiste à enlever un petit morceau de tissu en forme de cylindre au niveau de l' anomalie afin de l' analyser au microscope et d' en identifier la nature
biopsie	: consiste à prélèvement qui consiste à enlever un petit morceau detissu afin de l' examiner au microscope
biopsie	: consiste à prélèvement qui consiste à enlever un petit morceau detissu afin de l' examiner au microscope
biopsie	: consiste à prélèvement qui consiste à enlever un petit morceau de tissu de la prostate afin de l' examiner au microscope
biopsie	(enlever un fragment de tissu dans l' anomalie du sein)
bisphosphonate	(alendronate ou risédronate)
bisphosphonate	(alendronate ou risédronate)
bradycardie	(ralentissement excessif du cœur)
bronche	(conduit apportant l' air aux poumons)
bronches	(des voies respiratoires)
Broncho-Pneumopathie Chronique Obstructive	(trouble/s BPCO)
Broncho-pneumopathie chronique obstructive ( BPCO )	: maladie/s Maladie respiratoire due à une inflamation chronique des bronches qui répercute sur la structure et le fonctionement des poumons
caméra à scintillation	(caméra qui enregistre la distribution d' un produit chimique radioactif qui se concentre dans un organe ou un tissu spécifique)
Cancer	(rétinoblastome)
Cancer différencié	(papillaire , vésiculaire ou folliculaire , trabéculo-vésiculaire)
cancers	comme maladie/s la maladie de Hodgkin , la leucémie , les lymphomes , le choriocarcinome , les tumeurs testiculaires et certains sarcomes
Cancers du larynx et du système digestif	(y compris les cancers de l’œsophage, de l’estomac et du colon)
cardiomyopathie	(maladie du muscle cardiaque)
Cardiomyopathie Dilatée	(CMD)
Cardiomyopathie ventriculaire droite arythmogène	(maladie/s CVDA)
Cardiomyopathies	: ce sont maladie/s des maladies atteignant le muscle cardiaque lui-même , et qui l' empêchent de se contracter normalement
Cardiomyopathies	désigne maladie/s des maladies du muscle cardiaque sans cause apparente
Cardiomyopathies	désigne maladie/s des maladies du muscle cardiaque sans cause apparente
carotidienne	(artères cérébrales en avant du cou)
cas isolé 	(c' est-à-dire maladie/s il n' y a pas d' autres cas dans la famille)
cataractes	(trouble/s l' œil devient opaque et la vue baisse)
cathéter-ballon	appelé/e petit tube en plastique possédant un minuscule ballonnet à son extrémité
cathéters	(sondes)
causes de myopathie	comme ; par exemple ; d' autres la dystrophie des ceintures
cautérisation	(trouble/s ablation)
cécité légale	(maladie/s acuité visuelle<1/10e)
cellules anormales	par exemple cellules cancéreuses
cellules anormales	(par exemple cellules cancéreuses)
cellules immunitaires	telles que maladie/s les lymphocytes , les macrophages et les « cellules géantes »
cellules inflammatoires	(notamment cellules géantes)
cellules sanguines	à savoir les globules rouges , les globules blancs et les plaquettes
cellules sanguines	(surtout les globules blancs et les plaquettes)
cellules sanguines	(surtout les globules blancs et les plaquettes)
cellulite	est un/e une lipodystrophie gynoïde, cloisonnée par des fibres conjonctives peu extensibles , perpendiculaires au derme (formation de bosselures dites peau d' orange ) , douloureuse au pincement , car les filets nerveux sont tiraillés par l' exubérance du tissu gras
cellulite	(Ce qui est appelé cellulite esthétique)
céphalées	(importants maux de tête)
céphalées	(des maux de têtes)
Céphalées liées à une anomalie du métabolisme	: anémie ou polyglobulie
cerveau	(cortex cérébral moteur)
cervicale	(cou)
ces dents de sagesse restent incluses	c'est-à-dire tranquillement dans l'os sans se manifester
Cette cellulite 	est un/e affection/s est une affection grave
Cette masse	appelé/e tumeur 
chancre	appelé/e lésion
Chimiosensible	notamment ; : ; se dit se dit d' une tumeur cancéreuse si celle-ci réagit aux médicaments de chimiothérapie , notamment lorsque la taille de la tumeur diminue sous l' effet de la chimiothérapie
Chimiosensible	notamment ; : ; se dit se dit d' une tumeur cancéreuse si celle-ci réagit aux médicaments de chimiothérapie , notamment lorsque la taille de la tumeur diminue sous l' effet de la chimiothérapie
chimiosensibles	autrement dit sensibles aux médicaments de chimiothérapie
Chimiothérapeute	: appelé/e médecin spécialisé dans les traitements par chimiothérapie , appelé également oncologue médical
Chimiothérapeute	: appelé/e médecin spécialisé dans les traitements par chimiothérapie , appelé également oncologue médical
chimiothérapie	(maladie/s traitement d' une maladie – en général un cancer - par des substances chimiques ou des médicaments)
chimiothérapie	(maladie/s traitement d' une maladie – en général un cancer - par des substances chimiques ou des médicaments)
chimiothérapie complémentaire	appelée La chimiothérapie est proposée en complément d' un traitement principal
chimiothérapie complémentaire	appelée La chimiothérapie est proposée en complément d' un traitement principal
chirurgie	: consiste à acte qui consiste à opérer un patient
chirurgie	: consiste à acte qui consiste à opérer un patient
chirurgie	: consiste à acte qui consiste à opérer un patient
cholécystectomie par laparotomie	consiste à ouvrir le ventre obliquement sous les cotes du coté droit pour aller enlever la vésicule biliaire et les calculs qu' elle contient
Cholestérol	est un/e Définition un constituant des membranes qui entourent les cellules
chondrocalcinose	(maladie/s dépôt de microcristaux de pyrophosphates de calcium dans la membrane synoviale et les cartilages que l' on peut détecter sur une radiographie standard de l' articulation , notamment du genou)
chondrocalcinose	(maladie/s dépôt de microcristaux de pyrophosphates de calcium dans la membrane synoviale et les cartilages)
chondrocalcinose	maladie/s dépôts de calcium dans le cartilage
chondrocalcinose	maladie/s dépôts de calcium dans le cartilage
choriocentèse	(prélèvement au niveau du futur placenta)
chromosomes sexuels	(les chromosomes sexuels déterminent le sexe d' un individu)
chronique	(à long terme)
chyme	est appelé/e Ce qui sort de l'estomac et se rend vers l'intestin où il sera absorbé
cirrhose	(maladie/s maladie essentiellement causée par l'alcoolisme)
claudication	appelé/e douleur associée à la MAP
claudication des mâchoires	maladie/s des douleurs et des difficultés lors de la mastication
claudication intermittente	(appelée lourdeur musculaire)
coagulation	: transformation d' une substance liquide
Cœlioscopie	: appelé/e examen de la cavité abdominale à l' aide d' un appareil optique appelé endoscope
Cœlioscopie	: appelé/e examen de la cavité abdominale à l' aide d' un appareil optique appelé endoscope
cœlioscopie/célioscopie	: appelé/e examen d' une cavité de l' organisme à l' aide d' un appareil appelé endoscope
cœlioscopie/célioscopie	: appelé/e examen de la cavité abdominale et du basventre à l' aide d' un appareil appelé endoscope
cœlioscopie/célioscopie	: appelé/e examen de la cavité abdominale et du basventre à l' aide d' un appareil appelé endoscope
cœlioscopie/célioscopie	: consiste à examen de la cavité abdominale et du bas-ventre à l' aide d' un appareil appelé endoscope
Cœur pulmonaire	"-" insuffisance du côté droit du cœur causée par une hypertension artérielle pulmonaire)
col de l' utérus	(orifice permettant de pénétrer à l' intérieur de l' utérus lui-même)
coliques néphrétiques	(compression ou envahissement d' un uretère)
colon	(maladie/s gros intestin)
côlon	(le gros intestin)
coloscopie	(maladie/s des explorations endoscopiques)
colostomie	appelé/e une stomie au niveau du ventre
colostomie	appelé/e une stomie au niveau du ventre
colostomie	, ou stomie de protection ou anus artificiel
colostomie	appelé/e stomie de protection ou anus artificiel
colostomie , stomie de protection ou anus artificiel	encore appelé/e une ouverture artificielle temporaire au niveau du ventre
colostomie ou anus artificiel	appelé/e une stomie au niveau du ventre
Complexe de Carney	s' appelle maladie/s maladie génétique très rare
complication	: maladie/s apparition de nouveaux problèmes au cours d' une maladie , liés à la maladie elle-même ou à ses traitements
Complication	: maladie/s apparition de nouveaux problèmes au cours d' une maladie , liés à la maladie elle-même ou à ses traitements
Complication	: maladie/s apparition de nouveaux problèmes au cours d' une maladie , liés à la maladie elle-même ou à ses traitements
complications cardio-vasculaires	: trouble/s hypertension artérielle , troubles du rythme cardiaque et risque d' insuffisancee cardiaque
Complications de la cataracte	par exemple telles que le glaucome par augmentation du volume du cristallin
complications de la tuberculose pulmonaire	notamment lésions pleurales , bronchiques et parenchymateuses
complications rythmiques	(trouble/s troubles du rythme ventriculaire avec risque de mort subite)
complications rythmiques	(trouble/s troubles du rythme ventriculaire avec risque de mort subite)
composé radioactif	appelé/e radiopharmaceutique ou marqueur
conductrices	(c' est-à-dire maladie/s elles peuvent transmettre la maladie à leurs enfants)
condylomes	se manifeste par verrues
congénital	(La maladie est le plus souvent présente dès la naissance)
conjonctives	(blanc de l' œil)
consommation excessive d' alcool	(plus de trois verres de vin par jour chez l' homme)
constipation	(diminution du transit intestinal)
consultations d' hématologie	(maladie/s consultations spécialisées dans les maladies du sang)
contractions utérines	(maladie/s douleurs , proches de celles ressenties pendant les règles)
contractures	(un enraidissement musculaire non douloureux)
corticoïdes	(ou corticostéroïdes)
corticoïdes	sont des des anti-inflammatoires dits « stéroïdiens »
crise généralisée tonico-clonique	aussi appelée « grand mal »
crises généralisées	(Les crises peuvent toucher tout le corps avec perte de connaissance)
crises partielles	(Les crises peuvent toucher une partie limitée ou une moitié du corps)
cryothérapie	en référence à l' application de froid sur les muscles et les articulations endoloris ou fatigués après un effort physique
curage axillaire	: consiste à acte qui consiste à enlever une partie ou l' ensemble des ganglions situés sous les aisselles (ganglions axillaires )
curage ganglionnaire/curage des ganglions	: consiste à opération chirurgicale qui consiste à enlever une partie des ganglions afin d' examiner s' ils sont atteints par des cellules cancéreuses
Curage ganglionnaire/curage des ganglions	: consiste à opération chirurgicale qui consiste à enlever une partie des ganglions afin d' examiner s' ils sont atteints par des cellules cancéreuses
Curage ganglionnaire/curage des ganglions	: consiste à opération chirurgicale qui consiste à enlever une partie des ganglions afin d' examiner s' ils sont atteints par des cellules cancéreuses
cyphose	(appelé/e dos voûté)
cystite	appelé/e inflammation de la vessie
cystite	appelé/e inflammation de la vessie
cystite	(Une inflammation de la vessie et de l' urètre)
cystite	(Une inflammation de la vessie et de l' urètre)
cytologie	: technique d' examen qui permet d' observer des cellules au microscope et de rechercher des cellules anormales (des cellules cancéreuses par exemple ) 
cytologie	: technique d' examen qui permet d' observer des cellules au microscope et de rechercher des cellules anormales
cytologie	: technique d' examen qui permet d' observer des cellules au microscope et de rechercher des cellules anormales
cytologie	: technique d' examen qui permet d' observer des cellules au microscope et de rechercher des cellules anormales
Cytologie	: technique d' examen qui permet d' observer des cellules au microscope et de rechercher des cellules anormales
Cytologie	: technique d' examen qui permet d' observer des cellules au microscope et de rechercher des cellules anormales
cytomégalovirus	(CMV)
cytoponction	(enlever des cellules)
d' origine génétique	c' est-à-dire « familial » 
Daltoniens	: ceux qui ne voient jamais rouge
De troubles ostéo-articulaires	: trouble/s Des métastases osseuses avec fracture spontanée
déficit intellectuel	(se traduisant le plus souvent par trouble/s des difficultés scolaires)
déficits neurologiques permanents	(trouble/s perte de sensibilité d' un membre , troubles de la vision)
déformation du squelette	notamment scoliose
déformations	notamment scoliose
déformations des pieds	(pieds creux)
déformations des pieds	(pieds creux)
déformations des pieds	(pieds creux)
dégénérescence	(maladie/s capacité à disparaître)
déminéralisation	(perte des sels minéraux)
dépistage	: maladie/s recherche systématique chez une personne en bonne santé apparente , de signes ou de symptômes traduisant une maladie
dépistage	: maladie/s recherche systématique chez une personne en bonne santé apparente de signes ou de symptômes traduisant une maladie
dépistage	: maladie/s recherche systématique chez une personne en bonne santé apparente de signes ou de symptômes traduisant une maladie
Dépistage	: maladie/s recherche systématique , chez une personne en bonne santé apparente , de signes ou de symptômes traduisant une maladie
Dépistage	: maladie/s recherche systématique , chez une personne en bonne santé apparente , de signes ou de symptômes traduisant une maladie
dépression	: trouble/s état de profonde tristesse installé dans le temps , accompagné de perte de désir et d' intérêt pour le monde environnant , d' idées noires et parfois de troubles de l' appétit et du sommeil
dépression	: trouble/s état de profonde tristesse , accompagné de perte de désir et d' intérêt pour le monde environnant , et parfois troubles de l' appétit et du sommeil
dépression	: trouble/s état de profonde tristesse , accompagné de perte de désir et d' intérêt pour le monde environnant , et parfois troubles de l' appétit et du sommeil
dermatologue	: maladie/s médecin spécialiste des maladies de la peau , des cheveux , des ongles et des muqueuses
dermatologue	: maladie/s médecin spécialiste des maladies de la peau , des cheveux , des ongles et des muqueuses
dermite herpétiforme	(maladie de peau comprenant la formation d' ampoules à répétition)
des « crépitants »	(un bruit particulier à l' auscultation des poumons)
des affections neurologiques et neurodéveloppementales	(comme l’épilepsie, la paralysie cérébrale, l’accident cérébrovasculaire, la déficience intellectuelle, le retard développemental modéré à sévère, la dystrophie musculaire ou les blessures de la moelle épinière)
des anesthésies régionales	tels que la rachianesthésie ou l' anesthésie péridurale
des anti-inflammatoires dits « stéroïdiens »	tels que la prednisone
des anti-inflammatoires non stéroïdiens	(ne contenant pas de corticoïdes)
des cancers urologiques	: cancer du rein , de la vessie , de la prostate , des testicules , du pénis
des cellules anormales	par exemple des cellules cancéreuses
des cellules anormales	(par exemple des cellules cancéreuses)
des cellules anormales	(par exemple des cellules cancéreuses)
des cellules anormales 	(par exemple des cellules cancéreuses)
des complications oculaires	notamment des cataractes et altération de la rétine
des corticoïdes	c' est à dire de la cortisone
des corticoïdes	c' est à dire de la cortisone
des cystites	(trouble/s inflammation de la vessie)
des déformations	(nodosités d' Heberden et de Bouchard)
des déformations	(nodosités d' Heberden et de Bouchard)
des difficultés à uriner	(par exemple jet faible ou difficulté à arrêter d' uriner)
des difficultés à uriner	(par exemple jet faible ou difficulté à arrêter d' uriner)
des difficultés à uriner	(jet moins fort)
des difficultés à uriner	(jet moins fort)
des effets secondaires	comme trouble/s une chute des globules blancs , une perte des cheveux , des troubles digestifs
des effets secondaires	tels que des nausées et vomissements
des effets secondaires	tels que la fièvre et des frissons
des effets secondaires	tels que fatigue , perte d' appétit , nausées et vomissements , perte de cheveux , augmentation de la vulnérabilité aux infections
des effets secondaires	tels que fatigue , perte d' appétit , nausées et vomissements , perte de cheveux , augmentation de la vulnérabilité aux infections
des effets secondaires importants	tels que des nausées , de la fatigue , la perte de cheveux
des effets secondaires importants	tels que nausées , fatigue , perte de cheveux
Des effets secondaires sur la sexualité	tels que l' absence de désir et l' impuissance
Des effets secondaires sur la sexualité	tels que l' absence de désir et l' impuissance
des épisodes neurologiques déficitaires transitoires	par exemple trouble de parole régressif
Des études scientifiques	(appelé/e études épidémiologiques)
des examens radiologiques	(en particulier non<h> échographie abdominale , scanner , scintigraphie ou IRM)
des facteurs « psychosociaux »	par exemple ce que l' on appelle l' insatisfaction au travail , ou bien la profession jugée par la personne concernée , comme monotone
des facteurs « psychosociaux »	par exemple ce que l' on appelle l' insatisfaction au travail , ou bien la profession jugée par la personne concernée , comme monotone
des facteurs aggravants de la maladie asthmatique	tels maladie/s le tabagisme (actif ou passif ) , un effort physique , un stress
des hormones synthétiques	(maladie/s fabriquées chimiquement par les compagnies pharmaceutiques)
des maladies auto-immunes	c' est-à-dire maladie/s des maladies inflammatoires dans lesquelles le corps fabrique des anticorps anormaux qui attaquent ses propres tissus
des maladies chroniques	(maladie/s à long terme)
des maladies chroniques	comme l'asthme et la MPOC
des maladies chroniques des poumons	comme l'asthme et la maladie pulmonaire obstructive chronique
